territoireJeuDonnees,nomScientifiqueRef,nomCite,regne,classe,genre,espece,dateObservation,datePrecision,decennie,annee,mois,dateDetermination,latitude,longitude,precisionGeometrieMetres,commune,departement,region,altitudeMin,atitudeMax,especeEvalueeLR,statutBiogeoEspeceTaxref
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-04-30T00:00:00Z,DAY,2010,2014,4,,-20.99421,55.39769,11110,Possession,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2002-01-03T00:00:00Z,DAY,2000,2002,1,,43.42287,6.64244,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1994-10-03T00:00:00Z,DAY,1990,1994,10,,43.33300,6.63675,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-06-17T00:00:00Z,DAY,2010,2016,6,17/06/2016,49.64364,-1.62613,,Cherbourg-en-Cotentin,Manche,Normandie,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1994-10-03T00:00:00Z,DAY,1990,1994,10,,43.33300,6.63675,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1996-10-03T00:00:00Z,DAY,1990,1996,10,,43.23457,6.17936,5590,Pierrefeu-du-Var,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2015-04-18T00:00:00Z,DAY,2010,2015,4,18/04/2015,43.66166,3.83219,,Saint-Clement-de-Riviere,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1996-10-03T00:00:00Z,DAY,1990,1996,10,,43.25491,6.26227,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-27T00:00:00Z,DAY,2020,2020,6,,48.8356,-3.18228,5,Kerbors,Cotes-d'Armor,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1998-10-03T00:00:00Z,DAY,1990,1998,10,,43.50851,6.77162,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1998-10-03T00:00:00Z,DAY,1990,1998,10,,43.45763,6.84748,6749,Saint-Raphaël,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1998-10-03T00:00:00Z,DAY,1990,1998,10,,43.45763,6.84748,6749,Saint-Raphaël,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1999-10-03T00:00:00Z,DAY,1990,1999,10,,43.16893,6.24256,6769,Londe-les-Maures,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1999-10-03T00:00:00Z,DAY,1990,1999,10,,43.16504,6.25719,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2002-10-03T00:00:00Z,DAY,2000,2002,10,,43.27760,5.85716,7400,Signes,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2002-10-03T00:00:00Z,DAY,2000,2002,10,,43.26543,5.89331,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-10-03T00:00:00Z,DAY,2000,2005,10,,43.41865,6.76573,5000,,Var (mer territoriale),Facade Mediterranee,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-10-03T00:00:00Z,DAY,2000,2005,10,,43.41865,6.76573,5000,,Var (mer territoriale),Facade Mediterranee,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-10-03T00:00:00Z,DAY,2000,2005,10,,43.41865,6.76573,5000,,Var (mer territoriale),Facade Mediterranee,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1998-12-03T00:00:00Z,DAY,1990,1998,12,,43.16234,6.34946,7945,Bormes-les-Mimosas,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-03T00:00:00Z,DAY,2020,2020,8,,49.24488,0.35561,32,Saint-Pierre-de-Cormeilles,Eure,Normandie,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2015-09-16T00:00:00Z,DAY,2010,2015,9,,-21.28365,55.60353,,Saint-Pierre,Reunion,La Reunion,1590.0,1610.0,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-06-01T00:00:00Z,DAY,2010,2012,6,,48.85662,2.34293,9005,Paris,Paris,Île-de-France,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2001-05-03T00:00:00Z,DAY,2000,2001,5,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-05-11T00:00:00Z,DAY,2010,2019,5,,44.31153,0.09656,,Casteljaloux,Lot-et-Garonne,Nouvelle-Aquitaine,,,true,Introduit
Corse | France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2010-06-04T00:00:00Z,DAY,2010,2010,6,,42.75140,9.42374,3261,Santa-Maria-di-Lota,Haute-Corse,Corse,892.0,894.0,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-02-26T00:00:00Z,DAY,2010,2017,2,,48.47212,-1.34111,,Portes du Coglais,Ille-et-Vilaine,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-07-11T00:00:00Z,DAY,2010,2017,7,,-21.14384,55.45880,6052,Cilaos,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1994-06-03T00:00:00Z,DAY,1990,1994,6,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
Occitanie,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-03-12T00:00:00Z,DAY,2000,2006,3,,43.78788,4.18891,3886,Calvisson,Gard,Occitanie,35.0,35.0,true,Present (indigene ou indetermine)
France | Hors territoire,Bellis annua,Bellis annua L. [1753],Plantae,Equisetopsida,Bellis,Bellis annua,2013-05-07T00:00:00Z,DAY,2010,2013,5,,43.36753,6.43019,,Vidauban,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,1996-03-23T00:00:00Z,DAY,1990,1996,3,,43.34100,6.39051,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2003-08-03T00:00:00Z,DAY,2000,2003,8,,43.61066,6.40646,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1998-09-03T00:00:00Z,DAY,1990,1998,9,,43.17218,6.01162,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-11T00:00:00Z,DAY,2020,2020,7,,47.80786,-3.70765,30,Moëlan-sur-Mer,Finistere,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2008-04-29T00:00:00Z,DAY,2000,2008,4,,-21.22663,55.64674,,Saint-Joseph,Reunion,La Reunion,2357.0,2365.0,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1991-10-30T00:00:00Z,DAY,1990,1991,10,,43.10166,6.18990,18915,Hyeres,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1991-10-30T00:00:00Z,DAY,1990,1991,10,,43.10166,6.18990,18915,Hyeres,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1997-10-30T00:00:00Z,DAY,1990,1997,10,,43.16504,6.25719,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-10-30T00:00:00Z,DAY,2000,2003,10,,43.16868,6.13441,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-10-30T00:00:00Z,DAY,2000,2003,10,,43.16868,6.13441,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-05-13T00:00:00Z,DAY,2010,2014,5,,-21.11012,55.32963,8818,Trois-Bassins,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-10-30T00:00:00Z,DAY,2000,2003,10,,43.10166,6.18990,18915,Hyeres,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2007-11-29T00:00:00Z,DAY,2000,2007,11,,-21.20292,55.51205,,Entre-Deux,Reunion,La Reunion,840.0,1171.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-01-13T00:00:00Z,DAY,2010,2017,1,,-21.31231,55.49378,10406,Saint-Pierre,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2017-02-15T00:00:00Z,DAY,2010,2017,2,,43.21607,6.47636,5663,Mole,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Occitanie,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2006-09-07T00:00:00Z,DAY,2000,2006,9,,43.65831,4.24282,7149,Cailar,Gard,Occitanie,3.0,3.0,true,Present (indigene ou indetermine)
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1996-05-30T00:00:00Z,DAY,1990,1996,5,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1996-05-30T00:00:00Z,DAY,1990,1996,5,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-05-11T00:00:00Z,DAY,2010,2019,5,,47.57205,-1.94284,10,Plesse,Loire-Atlantique,Pays de la Loire,,,true,Introduit
France | Hors territoire,Bellis sylvestris,Bellis sylvestris Cirillo [1792],Plantae,Equisetopsida,Bellis,Bellis sylvestris,2019-09-15T00:00:00Z,DAY,2010,2019,9,,43.27303,5.84695,,Signes,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-10-26T00:00:00Z,DAY,2020,2020,10,,48.66306,2.54667,,Combs-la-Ville,Seine-et-Marne,Île-de-France,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1992-09-30T00:00:00Z,DAY,1990,1992,9,,43.44185,6.02574,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-09-30T00:00:00Z,DAY,1990,1995,9,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-09-30T00:00:00Z,DAY,1990,1995,9,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-09-30T00:00:00Z,DAY,1990,1995,9,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1996-09-30T00:00:00Z,DAY,1990,1996,9,,43.42694,6.51913,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1996-09-30T00:00:00Z,DAY,1990,1996,9,,43.42694,6.51913,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1996-09-30T00:00:00Z,DAY,1990,1996,9,,43.42694,6.51913,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1999-09-30T00:00:00Z,DAY,1990,1999,9,,43.08230,6.00694,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1999-09-30T00:00:00Z,DAY,1990,1999,9,,43.07881,6.12954,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1999-09-30T00:00:00Z,DAY,1990,1999,9,,43.08230,6.00694,5000,,Var (mer territoriale),Facade Mediterranee,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-05-29T00:00:00Z,DAY,2020,2020,5,,50.42275,2.94531,9,Henin-Beaumont,Pas-de-Calais,Hauts-de-France,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2003-09-30T00:00:00Z,DAY,2000,2003,9,,43.15734,6.50271,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-04-24T00:00:00Z,DAY,2010,2018,4,,43.41329,-0.20320,2223,Monassut-Audiracq,Pyrenees-Atlantiques,Nouvelle-Aquitaine,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2002-10-31T00:00:00Z,DAY,2000,2002,10,,43.42287,6.64244,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2004-10-31T00:00:00Z,DAY,2000,2004,10,,43.53514,5.90690,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-05-02T00:00:00Z,DAY,2010,2014,5,02/05/2014,43.69759,3.86148,,Prades-le-Lez,Herault,Occitanie,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-19T00:00:00Z,DAY,2020,2020,8,,48.54815,-1.95045,165,Ville-es-Nonais,Ille-et-Vilaine,Bretagne,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-08-21T00:00:00Z,DAY,2010,2012,8,,-21.04673,55.50804,7325,Salazie,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1995-05-31T00:00:00Z,DAY,1990,1995,5,,43.17218,6.01162,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
Occitanie,Erigeron karvinskianus,Erigeron karwinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1999-01-01T00:00:00Z,DAY_RANGE,1990,1999,1,,44.10690,3.87797,4773,Saint-Jean-du-Gard,Gard,Occitanie,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1996-05-31T00:00:00Z,DAY,1990,1996,5,,43.15734,6.50271,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2018-03-04T00:00:00Z,DAY,2010,2018,3,,43.16868,6.13441,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-11T00:00:00Z,DAY,2020,2020,9,,45.5064,1.90957,65,Pradines,Correze,Nouvelle-Aquitaine,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-09T00:00:00Z,DAY,2020,2020,7,,48.7331,-3.15207,20,Ploëzal,Cotes-d'Armor,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-01-04T00:00:00Z,DAY,2000,2009,1,,43.52077,6.40112,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1993-10-04T00:00:00Z,DAY,1990,1993,10,,43.24138,6.33999,8590,Collobrieres,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-17T00:00:00Z,DAY,2020,2020,8,,43.92081,4.89206,65,Avignon,Vaucluse,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-14T00:00:00Z,DAY,2020,2020,6,,44.94063,1.31496,10,Salignac-Eyvigues,Dordogne,Nouvelle-Aquitaine,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-04-18T00:00:00Z,DAY,2010,2019,4,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1993-10-04T00:00:00Z,DAY,1990,1993,10,,43.34100,6.39051,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1994-10-04T00:00:00Z,DAY,1990,1994,10,,43.26206,6.01631,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2006-08-02T00:00:00Z,DAY,2000,2006,8,,-21.25189,55.48468,,Tampon,Reunion,La Reunion,459.0,496.0,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1994-10-04T00:00:00Z,DAY,1990,1994,10,,43.23457,6.17936,5590,Pierrefeu-du-Var,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-10-04T00:00:00Z,DAY,1990,1995,10,,43.62167,6.03523,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1995-10-04T00:00:00Z,DAY,1990,1995,10,,43.53176,6.03048,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
